Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
,,,P.S. 117 J. KELD / BRIARWOOD SCHOOL,3.428E+11,28Q117,28,40.710231,-73.813057,"85-15 143RD ST JAMAICA, NY 11435",JAMAICA,11435,"PK,0K,01,02,03,04,05",PK,5,No,0.546,"$57,582.32 ",9%,37%,10%,33%,43%,16%,93%,22%,90%,Exceeding Target,88%,Exceeding Target,94%,Meeting Target,76%,Approaching Target,83%,Approaching Target,90%,Meeting Target,Meeting Target,2.55,2.88,166,13,0,2,3,4,4,0,0,4,167,36,0,3,9,17,6,0,0,15,140,24,0,2,4,15,3,0,0,10,142,26,0,2,4,15,5,0,0,12,160,17,0,0,3,11,3,0,1,7,157,30,0,3,5,19,3,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 121 QUEENS,3.428E+11,28Q121,28,40.684009,-73.815955,"126-10 109TH AVE SOUTH OZONE PARK, NY 11420",SOUTH OZONE PARK,11420,"PK,0K,01,02,03,04,05",PK,5,No,0.533,"$57,293.11 ",4%,49%,19%,11%,31%,1%,93%,25%,95%,Exceeding Target,96%,Exceeding Target,98%,Meeting Target,91%,Exceeding Target,86%,Meeting Target,95%,Exceeding Target,Meeting Target,2.78,3.21,144,23,0,4,2,16,0,0,0,15,142,44,2,10,3,26,0,0,0,30,124,20,4,3,0,11,0,0,0,13,124,28,7,1,0,17,0,0,0,22,137,14,9,2,0,3,0,0,0,11,139,20,12,1,1,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 139 REGO PARK,3.428E+11,28Q139,28,40.727995,-73.862551,"93-06 63RD DR REGO PARK, NY 11374",REGO PARK,11374,"0K,01,02,03,04,05,06",0K,6,No,0.447,"$53,061.26 ",16%,24%,2%,31%,33%,40%,96%,10%,91%,Exceeding Target,87%,Meeting Target,95%,Exceeding Target,76%,Meeting Target,85%,Meeting Target,90%,Meeting Target,Exceeding Target,2.79,3.16,134,16,0,0,3,5,6,0,0,3,137,33,0,0,6,13,12,0,0,15,138,39,0,2,5,17,15,0,0,17,141,33,0,0,3,18,12,0,0,18,130,23,0,0,5,11,6,0,0,11,134,32,0,0,5,15,9,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 140 EDWARD K ELLINGTON,3.428E+11,28Q140,28,40.689923,-73.783228,"116-00 166TH ST JAMAICA, NY 11434",JAMAICA,11434,"PK,0K,01,02,03,04,05,06",PK,6,No,0.674,"$49,625.91 ",4%,3%,71%,17%,88%,1%,92%,35%,87%,Meeting Target,86%,Meeting Target,91%,Meeting Target,72%,Approaching Target,81%,Approaching Target,83%,Approaching Target,Approaching Target,2.19,2.25,66,1,0,1,0,0,0,0,0,0,68,6,1,3,0,0,0,0,0,0,68,3,0,2,1,0,0,0,0,2,72,4,0,2,2,0,0,0,0,3,83,4,0,3,0,0,0,0,0,3,85,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 144 COL JEROMUS REMSEN,3.428E+11,28Q144,28,40.715052,-73.852943,"93-02 69TH AVE FOREST HILLS, NY 11375",FOREST HILLS,11375,"PK,0K,01,02,03,04,05,06",PK,6,No,0.202,"$82,670.96 ",5%,36%,3%,18%,21%,35%,96%,8%,95%,Meeting Target,94%,Exceeding Target,95%,Exceeding Target,88%,Exceeding Target,88%,Meeting Target,95%,Meeting Target,Meeting Target,3.14,3.38,143,21,0,0,1,8,7,0,0,3,146,54,0,0,3,29,14,0,0,10,105,48,0,1,1,24,18,4,0,8,109,51,0,1,3,29,13,5,1,9,108,30,0,1,2,13,10,4,0,4,108,43,0,1,4,21,13,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 157 STEPHEN A. HALSEY,3.428E+11,28Q157,28,40.732287,-73.853054,"63-55 102ND ST REGO PARK, NY 11374",REGO PARK,11374,"06,07,08,09",6,9,No,0.408,N/A,9%,24%,10%,23%,33%,41%,95%,12%,91%,Exceeding Target,89%,Exceeding Target,84%,Meeting Target,84%,Meeting Target,72%,Approaching Target,90%,Meeting Target,Exceeding Target,2.95,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,163,0,9,21,62,61,0,0,51,489,207,0,9,26,82,76,0,3,74,471,127,0,3,28,41,53,0,0,47,476,161,0,3,28,57,70,0,2,58,443,145,0,13,17,58,55,0,0,60,266,17,0,3,2,8,4,0,3,6
,,,P.S. 160 WALTER FRANCIS BISHOP,3.428E+11,28Q160,28,40.688017,-73.799965,"109-59 INWOOD ST JAMAICA, NY 11435",JAMAICA,11435,"PK,0K,01,02,03,04,05,06",PK,6,No,0.672,"$57,366.77 ",4%,13%,55%,20%,75%,1%,92%,29%,93%,Approaching Target,91%,Meeting Target,93%,Meeting Target,86%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Approaching Target,2.34,2.43,110,2,1,1,0,0,0,0,0,2,112,8,3,0,2,0,0,0,0,7,90,9,0,5,1,3,0,0,0,9,92,10,0,5,1,4,0,0,0,10,101,6,0,0,4,2,0,0,0,6,102,3,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 161 ARTHUR ASHE SCHOOL,3.428E+11,28Q161,28,40.690426,-73.821065,"101-33 124TH ST JAMAICA, NY 11419",JAMAICA,11419,"PK,0K,01,02,03,04,05,06",PK,6,No,0.576,"$58,262.79 ",11%,62%,7%,18%,24%,2%,94%,16%,97%,Exceeding Target,93%,Exceeding Target,97%,Meeting Target,91%,Exceeding Target,83%,Approaching Target,95%,Exceeding Target,Approaching Target,2.86,2.98,121,4,0,0,1,3,0,0,0,3,127,23,1,0,4,17,0,0,2,20,106,28,4,0,2,20,0,0,0,26,107,33,5,0,4,20,0,0,0,30,79,12,0,0,3,8,0,0,0,10,80,14,3,0,1,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,3.428E+11,28Q167,28,40.712046,-73.861195,"91-30 METROPOLITAN AVE REGO PARK, NY 11374",REGO PARK,11374,"06,07,08,09,10,11,12",6,12,No,0.397,N/A,2%,17%,18%,39%,57%,20%,96%,7%,87%,Meeting Target,96%,Exceeding Target,85%,Exceeding Target,93%,Exceeding Target,80%,Meeting Target,93%,Meeting Target,Meeting Target,2.77,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,9,0,0,3,3,1,0,0,6,91,12,0,0,2,6,2,0,0,7,99,11,0,2,2,3,3,0,0,5,97,2,0,1,1,0,0,0,0,2,82,11,0,2,2,3,3,0,0,3,38,0,0,0,0,0,0,0,0,0
,,,P.S. 174 WILLIAM SIDNEY MOUNT,3.428E+11,28Q174,28,40.720572,-73.861471,"65-10 DIETERLE CRES REGO PARK, NY 11374",REGO PARK,11374,"PK,0K,01,02,03,04,05,06",PK,6,No,0.267,"$64,541.04 ",10%,35%,4%,25%,29%,33%,95%,12%,94%,Exceeding Target,81%,Approaching Target,91%,Meeting Target,71%,Approaching Target,83%,Approaching Target,80%,Approaching Target,Meeting Target,3,3.27,104,22,0,0,2,15,4,1,0,6,104,45,0,1,2,30,10,2,1,14,98,30,0,0,6,14,7,0,0,11,96,31,0,0,3,16,9,0,0,8,99,30,0,0,3,20,7,0,0,11,100,35,0,0,2,24,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,3.428E+11,28Q175,28,40.731005,-73.852189,"64-35 102ND ST REGO PARK, NY 11374",REGO PARK,11374,"0K,01,02,03,04,05",0K,5,No,0.391,"$54,694.74 ",8%,20%,1%,11%,13%,66%,95%,13%,92%,Meeting Target,92%,Meeting Target,91%,Meeting Target,81%,Meeting Target,88%,Meeting Target,95%,Exceeding Target,Meeting Target,2.78,3.08,105,7,0,0,0,1,5,0,0,2,104,24,0,0,0,9,12,0,1,13,113,33,0,0,0,8,19,0,0,14,116,40,0,0,0,7,27,0,0,17,97,15,0,0,0,2,11,0,0,11,96,30,0,0,0,11,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 182 SAMANTHA SMITH,3.428E+11,28Q182,28,40.706506,-73.803188,"153-27 88TH AVE JAMAICA, NY 11432",JAMAICA,11432,"PK,0K,01,02,03",PK,3,No,0.725,"$42,817.79 ",34%,28%,14%,54%,68%,1%,93%,24%,87%,Meeting Target,86%,Exceeding Target,88%,Meeting Target,72%,Approaching Target,86%,Meeting Target,91%,Meeting Target,Approaching Target,2.33,2.39,126,2,0,0,0,2,0,0,0,2,133,12,0,0,4,6,0,0,0,12,127,5,0,0,0,5,0,0,0,5,130,12,0,0,2,8,0,0,0,10,200,14,0,1,4,9,0,0,0,13,208,19,0,1,2,15,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 190 RUSSELL SAGE,3.428E+11,28Q190,28,40.723014,-73.851845,"68-17 AUSTIN ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"06,07,08",6,8,No,0.372,N/A,8%,33%,7%,28%,35%,29%,95%,12%,86%,Meeting Target,81%,Meeting Target,80%,Meeting Target,72%,Approaching Target,70%,Not Meeting Target,82%,Approaching Target,Meeting Target,2.85,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,88,0,3,9,43,26,0,0,19,303,141,0,5,13,71,45,0,2,39,352,66,0,1,10,31,21,0,0,22,356,97,0,1,9,54,28,0,3,30,336,63,0,1,17,24,19,0,0,16,343,91,0,3,16,45,26,0,4,30
,,,P.S. 196 GRAND CENTRAL PARKWAY,3.428E+11,28Q196,28,40.722976,-73.837726,"71-25 113TH ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"0K,01,02,03,04,05",0K,5,No,0.154,"$72,353.42 ",6%,38%,2%,13%,15%,40%,96%,5%,95%,Exceeding Target,94%,Exceeding Target,98%,Exceeding Target,87%,Exceeding Target,88%,Meeting Target,97%,Exceeding Target,Exceeding Target,3.39,3.74,133,37,0,0,1,23,11,0,0,2,137,78,0,0,2,46,28,0,2,11,155,101,0,0,15,50,27,7,0,14,158,102,0,0,13,49,30,7,5,11,127,52,0,0,5,21,22,0,0,8,130,71,0,0,3,30,28,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 206 THE HORACE HARDING SCHOOL,3.428E+11,28Q206,28,40.734734,-73.860797,"61-02 98TH ST REGO PARK, NY 11374",REGO PARK,11374,"PK,0K,01,02,03,04,05",PK,5,No,0.593,"$48,753.87 ",24%,18%,18%,30%,48%,31%,95%,14%,91%,Approaching Target,92%,Meeting Target,93%,Meeting Target,85%,Meeting Target,81%,Approaching Target,95%,Meeting Target,Meeting Target,2.47,2.62,97,4,0,2,0,0,2,0,0,2,99,7,0,2,0,1,4,0,0,5,92,8,0,0,2,4,0,0,0,5,94,15,0,0,1,8,3,0,0,10,80,8,0,0,3,0,4,0,0,6,82,7,0,0,3,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 217 ROBERT A. VAN WYCK,3.428E+11,28Q217,28,40.710509,-73.811875,"85-05 144TH ST JAMAICA, NY 11435",JAMAICA,11435,"06,07,08",6,8,No,0.628,N/A,18%,37%,13%,41%,55%,6%,93%,19%,91%,Meeting Target,95%,Meeting Target,87%,Meeting Target,90%,Exceeding Target,75%,Approaching Target,94%,Exceeding Target,Exceeding Target,2.64,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,44,1,9,7,27,0,0,0,22,472,76,2,8,15,49,2,0,1,37,499,45,2,1,9,29,4,0,0,26,525,52,1,0,5,43,3,0,1,33,522,58,1,5,16,34,2,0,0,20,94,1,0,0,1,0,0,0,0,1
,,,P.S. 220 EDWARD MANDEL,3.428E+11,28Q220,28,40.7365,-73.851845,"62-10 108TH ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"PK,0K,01,02,03,04,05",PK,5,No,0.545,"$50,697.33 ",16%,27%,9%,23%,31%,39%,95%,9%,94%,Meeting Target,93%,Exceeding Target,96%,Exceeding Target,84%,Meeting Target,85%,Meeting Target,93%,Meeting Target,Meeting Target,2.66,2.97,101,8,0,0,0,4,1,0,0,3,103,20,0,0,1,13,2,0,0,11,104,17,0,0,3,7,4,0,0,10,108,25,0,0,3,8,9,0,1,15,106,18,0,0,3,9,4,0,0,9,114,25,0,0,4,15,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,YORK EARLY COLLEGE ACADEMY,3.428E+11,28Q284,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,"06,07,08,09,10,11,12",6,12,No,0.428,N/A,1%,29%,51%,10%,61%,1%,96%,7%,90%,Meeting Target,91%,Meeting Target,88%,Exceeding Target,83%,Meeting Target,78%,Meeting Target,91%,Meeting Target,Meeting Target,2.92,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,17,1,8,1,7,0,0,0,12,90,36,5,13,6,12,0,0,0,25,91,15,2,6,4,2,0,0,0,10,91,12,2,2,3,5,0,0,0,8,94,19,0,12,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0
,,,THE EMERSON SCHOOL,3.428E+11,28Q287,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,"06,07,08",6,8,No,0.704,N/A,7%,11%,58%,20%,79%,2%,93%,26%,76%,Approaching Target,90%,Meeting Target,78%,Meeting Target,84%,Meeting Target,79%,Meeting Target,89%,Meeting Target,Approaching Target,2.22,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,1,1,3,0,0,0,4,103,8,0,2,1,4,0,0,0,6,121,2,0,2,0,0,0,0,0,1,124,0,0,0,0,0,0,0,0,0,94,5,0,3,2,0,0,0,0,3,74,0,0,0,0,0,0,0,0,0
,,,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,3.428E+11,28Q303,28,40.725755,-73.844042,"108-55 69TH ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"PK,0K,01,02,03",PK,3,No,0.13,"$69,328.45 ",1%,37%,4%,20%,23%,37%,97%,2%,93%,N/A,85%,N/A,96%,N/A,78%,N/A,88%,N/A,88%,N/A,N/A,N/A,N/A,29,11,0,0,0,5,5,0,0,0,29,15,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,3.428E+11,28Q310,28,40.713395,-73.797066,"167-01 GOTHIC DR JAMAICA, NY 11432",JAMAICA,11432,"06,07,08,09,10,11,12",6,12,No,0.549,N/A,9%,27%,51%,15%,66%,3%,95%,13%,86%,Meeting Target,83%,Approaching Target,83%,Meeting Target,72%,Approaching Target,72%,Approaching Target,84%,Approaching Target,Meeting Target,2.47,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,0,1,1,1,0,0,0,5,72,18,0,6,2,6,0,0,0,17,81,4,0,3,0,1,0,0,0,4,81,7,0,3,1,3,0,0,0,7,78,1,0,0,0,0,0,0,0,1,78,5,0,0,0,4,0,0,0,5
,,,REDWOOD MIDDLE SCHOOL,3.428E+11,28Q332,28,40.675061,-73.77561,"133-25 GUY R BREWER BLVD JAMAICA, NY 11434",JAMAICA,11434,"06,07,08",6,8,No,0.578,N/A,2%,9%,77%,8%,85%,1%,94%,19%,91%,N/A,99%,N/A,91%,N/A,98%,N/A,85%,N/A,98%,N/A,N/A,2.37,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3,0,2,1,0,0,0,0,2,102,4,0,3,0,0,0,0,0,4,93,5,0,4,0,1,0,0,0,3,93,5,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,3.428E+11,28Q354,28,40.679787,-73.774018,"126-10 BEDELL ST JAMAICA, NY 11434",JAMAICA,11434,"PK,0K,01,02,03,04,05",PK,5,No,0.587,"$56,318.26 ",3%,2%,90%,6%,96%,0%,93%,22%,92%,Exceeding Target,83%,Meeting Target,93%,Meeting Target,72%,Approaching Target,83%,Approaching Target,85%,Meeting Target,Approaching Target,2.28,2.43,96,1,0,1,0,0,0,0,0,1,97,1,0,0,1,0,0,0,0,1,82,4,0,0,0,0,0,0,0,3,84,10,0,10,0,0,0,0,0,9,82,2,0,1,0,0,0,0,0,2,82,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,x,,M.S. 358,3.428E+11,28Q358,28,40.708473,-73.797859,"88-06 164TH ST JAMAICA, NY 11432",JAMAICA,11432,"06,07,08",6,8,No,N/A,N/A,19%,23%,38%,32%,70%,2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,10,0,0,3,6,0,0,0,9,116,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
